assembly,n_seqs,smallest,largest,n_bases,mean_len,n_under_200,n_over_1k,n_over_10k,n_with_orf,mean_orf_percent,n90,n70,n50,n30,n10,gc,bases_n,proportion_n,fragments,fragments_mapped,p_fragments_mapped,good_mappings,p_good_mapping,bad_mappings,potential_bridges,bases_uncovered,p_bases_uncovered,contigs_uncovbase,p_contigs_uncovbase,contigs_uncovered,p_contigs_uncovered,contigs_lowcovered,p_contigs_lowcovered,contigs_segmented,p_contigs_segmented,CRBB_hits,n_contigs_with_CRBB,p_contigs_with_CRBB,rbh_per_reference,n_refs_with_CRBB,p_refs_with_CRBB,cov25,p_cov25,cov50,p_cov50,cov75,p_cov75,cov85,p_cov85,cov95,p_cov95,reference_coverage,score,optimal_score,cutoff,weighted
/mnt/dessertlocal/projects/transcriptome_assembly/review/assemblies/ebov_hsa_3h/final/trinity.fasta,96550,181,19358,109496715,1134.07955,7,27143,389,27014,54.50638,355,1395,2806,4521,7691,0.48138,0,0.0,15649763,5979872,0.38211,5654862,0.36134,325010,0,65326003,0.5966,51476,0.53315,96550,1.0,96550,1.0,4867,0.05041,57642,57642,0.59702,0.32357,29462,0.16538,10331,0.05799,6936,0.03894,4577,0.02569,3637,0.02042,2409,0.01352,0.08434,0.1111,0.18869,0.1412,0.0
/mnt/dessertlocal/projects/transcriptome_assembly/assemblies/ebov_hsa_3h/final/oases.fasta,218483,100,21505,318936239,1442.4614,25101,98128,697,88747,48.70184,735,1732,2794,4207,7123,0.47743,0,0.0,15649763,910736,0.05819,811222,0.05184,99514,0,298918831,0.93724,199021,0.91092,218483,1.0,218483,1.0,3131,0.01433,160139,160139,0.73296,0.89894,32338,0.18153,16131,0.09055,11300,0.06343,7222,0.04054,5577,0.03131,3409,0.01914,0.12328,0.0011,0.02109,0.35761,0.0
/mnt/dessertlocal/projects/transcriptome_assembly/review/assemblies/ebov_hsa_3h/final/trans-abyss.fasta,227117,100,25283,127448712,497.24984,108582,30740,154,33734,55.63372,374,1039,2182,4064,25283,0.47615,0,0.0,15649763,4486551,0.28668,4153028,0.26537,333523,0,74032276,0.58088,149491,0.65821,227117,1.0,227117,1.0,10829,0.04768,118018,118018,0.51964,0.66249,45046,0.25286,17243,0.09679,9924,0.05571,5449,0.03059,3989,0.02239,2296,0.01289,0.11645,0.02047,0.1149,0.33262,0.0
/mnt/dessertlocal/projects/transcriptome_assembly/assemblies/ebov_hsa_3h/final/soap-trans-default.fasta,132751,100,18915,62753613,401.06977,71171,13101,66,12724,52.66849,323,1011,2486,4677,18915,0.46951,67140,0.00107,15649763,12661464,0.80905,11634716,0.74344,1026748,0,6914406,0.11018,63375,0.4774,132751,1.0,132751,1.0,7785,0.05864,56912,56912,0.42871,0.31947,31842,0.17874,9170,0.05148,5167,0.029,3159,0.01773,2438,0.01369,1454,0.00816,0.07133,0.11145,0.35872,0.13247,0.0
/mnt/dessertlocal/projects/transcriptome_assembly/review/assemblies/ebov_hsa_3h/final/rna-spades.fasta,197477,49,22330,94274289,395.779,91460,17186,130,15787,50.27042,268,841,2566,5108,22330,0.46516,12981,0.00014,15649763,9083360,0.58042,8576030,0.548,507330,0,15213796,0.16138,38747,0.19621,197477,1.0,197477,1.0,6364,0.03223,58348,58348,0.29547,0.32753,33572,0.18846,10834,0.06082,6544,0.03673,4030,0.02262,3090,0.01735,1896,0.01064,0.08445,0.09162,0.35252,0.01519,0.0
/mnt/dessertlocal/projects/transcriptome_assembly/review/assemblies/ebov_hsa_3h/final/spades.fasta,85257,55,20112,60900677,708.54815,4655,12765,128,11856,51.50764,255,602,1830,3700,6945,0.4705,12471,0.0002,15649763,14283272,0.91268,13416490,0.8573,866782,0,669710,0.011,22031,0.25841,85257,1.0,85257,1.0,3564,0.0418,37982,37982,0.4455,0.21321,24446,0.13723,8608,0.04832,5796,0.03254,3970,0.02229,3139,0.01762,1901,0.01067,0.07729,0.46544,0.57475,0.02714,0.0
/mnt/dessertlocal/projects/transcriptome_assembly/assemblies/ebov_hsa_3h/final/idba-tran.fasta,75087,200,17803,54494901,725.7568,0,13493,21,14753,54.46886,303,553,1092,2090,4096,0.47225,0,0.0,15649763,12939237,0.8268,11110967,0.70998,1828270,0,493682,0.00906,28707,0.38232,75087,1.0,75087,1.0,5687,0.07574,48602,48602,0.64728,0.27283,28784,0.16158,10422,0.0585,5148,0.0289,2039,0.01145,1182,0.00664,487,0.00273,0.0692,0.41322,0.42677,0.04094,0.0
/mnt/dessertlocal/projects/transcriptome_assembly/assemblies/ebov_hsa_3h/final/bridger.fasta,82495,201,19904,83187986,1008.40034,0,20426,219,19327,51.84573,320,1145,2540,4123,7007,0.47693,0,0.0,15649763,6545466,0.41825,6141642,0.39244,403824,0,39663223,0.47679,43207,0.52375,82495,1.0,82495,1.0,4081,0.04947,45349,45349,0.54972,0.25457,26475,0.14862,8985,0.05044,5517,0.03097,3454,0.01939,2675,0.01502,1654,0.00928,0.07058,0.16034,0.19928,0.11072,0.0
/mnt/dessertlocal/projects/transcriptome_assembly/assemblies/ebov_hsa_3h/final/binpacker.fasta,1885,214,18925,6752775,3582.37401,0,1646,48,1547,44.28206,1972,3512,5067,6578,9696,0.46218,0,0.0,15649763,2313062,0.1478,2173120,0.13886,139942,0,5612283,0.83111,1662,0.8817,1885,1.0,1885,1.0,226,0.11989,1853,1853,0.98302,0.0104,990,0.00556,398,0.00223,328,0.00184,251,0.00141,210,0.00118,146,0.00082,0.00361,0.0055,0.04723,0.27112,0.0
/mnt/dessertlocal/projects/transcriptome_assembly/assemblies/ebov_hsa_3h/final/shannon.fasta,103815,200,19595,104126494,1003.00047,0,28221,184,30008,58.16531,332,1092,2193,3651,6276,0.48146,0,0.0,15649763,2187385,0.13977,1968680,0.1258,218705,0,72174960,0.69315,79604,0.76679,103815,1.0,103815,1.0,10174,0.098,71460,71460,0.68834,0.40114,26002,0.14596,14075,0.07901,9207,0.05168,5461,0.03066,3814,0.02141,1939,0.01088,0.11089,0.01761,0.05062,0.22691,0.0
